r.nm	G.of.r	g.of.r
37.126	88.3075	1.00321
37.127	104.207	1.00379
37.128	115.863	1.00421
37.129	123.7	1.0045
37.13	128.202	1.00466
37.131	129.918	1.00472
37.132	129.422	1.0047
37.133	127.316	1.00463
37.134	124.203	1.00451
37.135	120.657	1.00438
37.136	117.239	1.00426
37.137	114.46	1.00416
37.138	112.759	1.0041
37.139	112.516	1.00409
37.14	114.033	1.00414
37.141	117.52	1.00427
37.142	123.116	1.00447
37.143	130.855	1.00475
37.144	140.683	1.00511
37.145	152.487	1.00554
37.146	166.056	1.00603
37.147	181.126	1.00658
37.148	197.374	1.00717
37.149	214.423	1.00779
37.15	231.861	1.00842
37.151	249.264	1.00905
37.152	266.179	1.00967
37.153	282.154	1.01025
37.154	296.761	1.01078
37.155	309.558	1.01124
37.156	320.173	1.01163
37.157	328.242	1.01192
37.158	333.448	1.01211
37.159	335.52	1.01218
37.16	334.242	1.01214
37.161	329.443	1.01196
37.162	320.999	1.01166
37.163	308.868	1.01121
37.164	293.031	1.01064
37.165	273.539	1.00993
37.166	250.49	1.00909
37.167	224.025	1.00813
37.168	194.334	1.00706
37.169	161.642	1.00587
37.17	126.226	1.00458
37.171	88.3677	1.00321
37.172	48.4134	1.00176
37.173	6.71417	1.00024
37.174	-36.3359	0.998681
37.175	-80.348	0.997084
37.176	-124.888	0.995467
37.177	-169.53	0.993847
37.178	-213.83	0.992239
37.179	-257.352	0.99066
37.18	-299.652	0.989125
37.181	-340.287	0.98765
37.182	-378.85	0.986251
37.183	-414.924	0.984942
37.184	-448.136	0.983737
37.185	-478.124	0.98265
37.186	-504.58	0.98169
37.187	-527.221	0.980869
37.188	-545.819	0.980195
37.189	-560.185	0.979674
37.19	-570.188	0.979312
37.191	-575.764	0.97911
37.192	-576.878	0.97907
37.193	-573.564	0.979191
37.194	-565.913	0.979469
37.195	-554.057	0.9799
37.196	-538.178	0.980476
37.197	-518.513	0.98119
37.198	-495.314	0.982032
37.199	-468.879	0.982992
37.2	-439.535	0.984056
37.201	-407.604	0.985215
37.202	-373.448	0.986454
37.203	-337.41	0.987762
37.204	-299.834	0.989125
37.205	-261.074	0.990531
37.206	-221.461	0.991968
37.207	-181.309	0.993424
37.208	-140.915	0.99489
37.209	-100.566	0.996353
37.21	-60.505	0.997806
37.211	-20.9784	0.999239
37.212	17.8093	1.00065
37.213	55.6677	1.00202
37.214	92.434	1.00335
37.215	127.957	1.00464
37.216	162.112	1.00588
37.217	194.796	1.00706
37.218	225.907	1.00819
37.219	255.386	1.00926
37.22	283.17	1.01027
37.221	309.222	1.01121
37.222	333.499	1.01209
37.223	355.999	1.01291
37.224	376.713	1.01366
37.225	395.644	1.01434
37.226	412.804	1.01496
37.227	428.213	1.01552
37.228	441.897	1.01602
37.229	453.868	1.01645
37.23	464.175	1.01682
37.231	472.826	1.01714
37.232	479.845	1.01739
37.233	485.243	1.01759
37.234	489.031	1.01772
37.235	491.205	1.0178
37.236	491.757	1.01782
37.237	490.67	1.01778
37.238	487.911	1.01768
37.239	483.45	1.01752
37.24	477.253	1.01729
37.241	469.283	1.017
37.242	459.494	1.01665
37.243	447.87	1.01623
37.244	434.386	1.01574
37.245	419.029	1.01518
37.246	401.808	1.01456
37.247	382.754	1.01387
37.248	361.926	1.01311
37.249	339.386	1.01229
37.25	315.261	1.01142
37.251	289.663	1.01049
37.252	262.771	1.00952
37.253	234.769	1.0085
37.254	205.872	1.00746
37.255	176.325	1.00639
37.256	146.365	1.0053
37.257	116.277	1.00421
37.258	86.3324	1.00313
37.259	56.8166	1.00206
37.26	28.0087	1.00101
37.261	0.187924	1.00001
37.262	-26.3968	0.999044
37.263	-51.4831	0.998136
37.264	-74.8468	0.99729
37.265	-96.2921	0.996513
37.266	-115.634	0.995813
37.267	-132.734	0.995194
37.268	-147.457	0.994661
37.269	-159.734	0.994217
37.27	-169.482	0.993864
37.271	-176.687	0.993603
37.272	-181.332	0.993435
37.273	-183.43	0.993359
37.274	-183.021	0.993374
37.275	-180.168	0.993478
37.276	-174.959	0.993667
37.277	-167.474	0.993938
37.278	-157.841	0.994287
37.279	-146.174	0.994709
37.28	-132.627	0.995199
37.281	-117.351	0.995752
37.282	-100.505	0.996362
37.283	-82.279	0.997022
37.284	-62.8683	0.997725
37.285	-42.4807	0.998463
37.286	-21.3283	0.999228
37.287	0.349442	1.00001
37.288	22.3265	1.00081
37.289	44.3355	1.0016
37.29	66.1367	1.00239
37.291	87.4546	1.00316
37.292	108.037	1.00391
37.293	127.621	1.00462
37.294	145.936	1.00528
37.295	162.737	1.00589
37.296	177.761	1.00643
37.297	190.802	1.0069
37.298	201.627	1.00729
37.299	210.051	1.0076
37.3	215.899	1.00781
37.301	219.026	1.00792
37.302	219.334	1.00793
37.303	216.722	1.00784
37.304	211.166	1.00764
37.305	202.645	1.00733
37.306	191.206	1.00692
37.307	176.922	1.0064
37.308	159.931	1.00578
37.309	140.389	1.00508
37.31	118.53	1.00429
37.311	94.5929	1.00342
37.312	68.9106	1.00249
37.313	41.8199	1.00151
37.314	13.7036	1.0005
37.315	-15.003	0.999457
37.316	-43.8705	0.998414
37.317	-72.4095	0.997382
37.318	-100.148	0.996379
37.319	-126.596	0.995423
37.32	-151.271	0.99453
37.321	-173.714	0.993719
37.322	-193.476	0.993005
37.323	-210.191	0.992401
37.324	-223.484	0.99192
37.325	-233.089	0.991573
37.326	-238.78	0.991368
37.327	-240.428	0.991308
37.328	-237.974	0.991397
37.329	-231.47	0.991633
37.33	-221.025	0.992011
37.331	-206.877	0.992522
37.332	-189.34	0.993156
37.333	-168.808	0.993899
37.334	-145.778	0.994731
37.335	-120.797	0.995634
37.336	-94.4921	0.996585
37.337	-67.5258	0.99756
37.338	-40.6139	0.998532
37.339	-14.4855	0.999477
37.34	10.1143	1.00037
37.341	32.4675	1.00117
37.342	51.8779	1.00187
37.343	67.6693	1.00245
37.344	79.2699	1.00286
37.345	86.1392	1.00311
37.346	87.8623	1.00317
37.347	84.1083	1.00304
37.348	74.6744	1.0027
37.349	59.4657	1.00215
37.35	38.5423	1.00139
37.351	12.077	1.00044
37.352	-19.605	0.999292
37.353	-56.0368	0.997976
37.354	-96.6366	0.996509
37.355	-140.681	0.994918
37.356	-187.361	0.993232
37.357	-235.735	0.991485
37.358	-284.814	0.989712
37.359	-333.522	0.987953
37.36	-380.757	0.986248
37.361	-425.407	0.984635
37.362	-466.356	0.983157
37.363	-502.542	0.98185
37.364	-532.946	0.980753
37.365	-556.658	0.979897
37.366	-572.867	0.979312
37.367	-580.91	0.979022
37.368	-580.255	0.979047
37.369	-570.581	0.979396
37.37	-551.693	0.980079
37.371	-523.639	0.981093
37.372	-486.63	0.982429
37.373	-441.073	0.984075
37.374	-387.562	0.986007
37.375	-326.854	0.988199
37.376	-259.887	0.990617
37.377	-187.697	0.993224
37.378	-111.472	0.995976
37.379	-32.4506	0.998829
37.38	48.0553	1.00173
37.381	128.699	1.00465
37.382	208.159	1.00751
37.383	285.122	1.01029
37.384	358.356	1.01293
37.385	426.697	1.0154
37.386	489.115	1.01765
37.387	544.69	1.01966
37.388	592.662	1.02139
37.389	632.409	1.02282
37.39	663.487	1.02394
37.391	685.617	1.02474
37.392	698.681	1.02521
37.393	702.726	1.02536
37.394	697.93	1.02519
37.395	684.637	1.0247
37.396	663.277	1.02393
37.397	634.424	1.02289
37.398	598.711	1.0216
37.399	556.856	1.02009
37.4	509.615	1.01839
37.401	457.786	1.01652
37.402	402.196	1.01451
37.403	343.651	1.0124
37.404	282.975	1.01021
37.405	220.939	1.00797
37.406	158.318	1.00571
37.407	95.8295	1.00346
37.408	34.1637	1.00123
37.409	-26.0438	0.999061
37.41	-84.2033	0.996963
37.411	-139.765	0.994959
37.412	-192.242	0.993066
37.413	-241.168	0.991302
37.414	-286.158	0.989679
37.415	-326.843	0.988212
37.416	-362.941	0.986911
37.417	-394.183	0.985784
37.418	-420.374	0.98484
37.419	-441.359	0.984084
37.42	-457.048	0.983519
37.421	-467.406	0.983146
37.422	-472.436	0.982965
37.423	-472.243	0.982972
37.424	-466.94	0.983164
37.425	-456.743	0.983532
37.426	-441.903	0.984067
37.427	-422.738	0.984759
37.428	-399.61	0.985593
37.429	-372.94	0.986555
37.43	-343.175	0.987628
37.431	-310.799	0.988796
37.432	-276.329	0.990039
37.433	-240.277	0.991338
37.434	-203.182	0.992676
37.435	-165.553	0.994032
37.436	-127.924	0.995389
37.437	-90.7605	0.996729
37.438	-54.5374	0.998034
37.439	-19.6809	0.999291
37.44	13.4229	1.00048
37.441	44.431	1.0016
37.442	73.0369	1.00263
37.443	98.9839	1.00357
37.444	122.06	1.0044
37.445	142.079	1.00512
37.446	158.906	1.00573
37.447	172.42	1.00621
37.448	182.555	1.00658
37.449	189.241	1.00682
37.45	192.45	1.00693
37.451	192.172	1.00692
37.452	188.405	1.00679
37.453	181.189	1.00653
37.454	170.561	1.00614
37.455	156.601	1.00564
37.456	139.372	1.00502
37.457	119.022	1.00429
37.458	95.6854	1.00345
37.459	69.5482	1.00251
37.46	40.8361	1.00147
37.461	9.80867	1.00035
37.462	-23.2423	0.999163
37.463	-57.9723	0.997912
37.464	-93.99	0.996615
37.465	-130.902	0.995285
37.466	-168.252	0.99394
37.467	-205.589	0.992596
37.468	-242.412	0.99127
37.469	-278.256	0.989979
37.47	-312.633	0.988741
37.471	-345.073	0.987573
37.472	-375.14	0.986491
37.473	-402.427	0.985509
37.474	-426.57	0.98464
37.475	-447.256	0.983895
37.476	-464.25	0.983284
37.477	-477.348	0.982813
37.478	-486.444	0.982486
37.479	-491.494	0.982304
37.48	-492.511	0.982268
37.481	-489.567	0.982375
37.482	-482.821	0.982618
37.483	-472.468	0.982991
37.484	-458.731	0.983486
37.485	-441.905	0.984092
37.486	-422.28	0.984799
37.487	-400.178	0.985595
37.488	-375.915	0.986469
37.489	-349.83	0.987408
37.49	-322.225	0.988402
37.491	-293.394	0.98944
37.492	-263.602	0.990513
37.493	-233.087	0.991611
37.494	-202.05	0.992728
37.495	-170.651	0.993859
37.496	-139.028	0.994997
37.497	-107.257	0.99614
37.498	-75.4044	0.997287
37.499	-43.5012	0.998435
37.5	-11.5481	0.999584
37.501	20.4765	1.00074
37.502	52.601	1.00189
37.503	84.8703	1.00305
37.504	117.327	1.00422
37.505	150.015	1.0054
37.506	182.956	1.00658
37.507	216.167	1.00778
37.508	249.65	1.00898
37.509	283.361	1.01019
37.51	317.245	1.01141
37.511	351.222	1.01263
37.512	385.167	1.01386
37.513	418.944	1.01507
37.514	452.375	1.01627
37.515	485.282	1.01746
37.516	517.424	1.01861
37.517	548.591	1.01973
37.518	578.53	1.02081
37.519	607	1.02183
37.52	633.761	1.02279
37.521	658.584	1.02368
37.522	681.238	1.0245
37.523	701.531	1.02523
37.524	719.292	1.02587
37.525	734.378	1.02641
37.526	746.677	1.02685
37.527	756.11	1.02719
37.528	762.646	1.02742
37.529	766.267	1.02755
37.53	767.009	1.02758
37.531	764.946	1.0275
37.532	760.154	1.02733
37.533	752.761	1.02706
37.534	742.905	1.02671
37.535	730.736	1.02627
37.536	716.412	1.02575
37.537	700.12	1.02517
37.538	682.014	1.02452
37.539	662.262	1.02381
37.54	641.021	1.02304
37.541	618.438	1.02223
37.542	594.641	1.02137
37.543	569.748	1.02048
37.544	543.861	1.01955
37.545	517.057	1.01858
37.546	489.427	1.01759
37.547	461.01	1.01657
37.548	431.88	1.01552
37.549	402.064	1.01445
37.55	371.617	1.01335
37.551	340.583	1.01224
37.552	309.009	1.0111
37.553	276.963	1.00995
37.554	244.518	1.00879
37.555	211.753	1.00761
37.556	178.763	1.00642
37.557	145.694	1.00523
37.558	112.657	1.00405
37.559	79.8137	1.00287
37.56	47.3177	1.0017
37.561	15.3494	1.00055
37.562	-15.916	0.999428
37.563	-46.2944	0.998337
37.564	-75.597	0.997284
37.565	-103.656	0.996277
37.566	-130.302	0.99532
37.567	-155.386	0.994419
37.568	-178.772	0.993579
37.569	-200.358	0.992804
37.57	-220.054	0.992096
37.571	-237.817	0.991459
37.572	-253.619	0.990891
37.573	-267.455	0.990395
37.574	-279.356	0.989968
37.575	-289.385	0.989608
37.576	-297.625	0.989312
37.577	-304.175	0.989077
37.578	-309.163	0.988898
37.579	-312.72	0.988771
37.58	-315.005	0.988689
37.581	-316.168	0.988648
37.582	-316.378	0.98864
37.583	-315.798	0.988662
37.584	-314.584	0.988705
37.585	-312.904	0.988766
37.586	-310.911	0.988838
37.587	-308.755	0.988916
37.588	-306.567	0.988994
37.589	-304.501	0.989069
37.59	-302.679	0.989135
37.591	-301.225	0.989187
37.592	-300.259	0.989222
37.593	-299.893	0.989235
37.594	-300.234	0.989224
37.595	-301.392	0.989182
37.596	-303.47	0.989108
37.597	-306.545	0.988998
37.598	-310.723	0.988848
37.599	-316.07	0.988657
37.6	-322.669	0.98842
37.601	-330.567	0.988137
37.602	-339.816	0.987805
37.603	-350.43	0.987425
37.604	-362.407	0.986995
37.605	-375.723	0.986518
37.606	-390.319	0.985995
37.607	-406.101	0.985429
37.608	-422.943	0.984825
37.609	-440.688	0.984188
37.61	-459.097	0.983528
37.611	-477.952	0.982852
37.612	-496.959	0.982171
37.613	-515.788	0.981496
37.614	-534.075	0.98084
37.615	-551.442	0.980218
37.616	-567.472	0.979643
37.617	-581.735	0.979132
37.618	-593.804	0.9787
37.619	-603.24	0.978362
37.62	-609.622	0.978134
37.621	-612.554	0.978029
37.622	-611.69	0.978061
37.623	-606.717	0.97824
37.624	-597.37	0.978575
37.625	-583.466	0.979075
37.626	-564.896	0.979741
37.627	-541.623	0.980576
37.628	-513.709	0.981578
37.629	-481.3	0.98274
37.63	-444.619	0.984056
37.631	-403.99	0.985514
37.632	-359.826	0.987098
37.633	-312.603	0.988791
37.634	-262.87	0.990575
37.635	-211.231	0.992426
37.636	-158.333	0.994323
37.637	-104.854	0.996241
37.638	-51.4906	0.998154
37.639	1.07224	1.00004
37.64	52.1608	1.00187
37.641	101.134	1.00363
37.642	147.396	1.00528
37.643	190.416	1.00683
37.644	229.734	1.00824
37.645	264.966	1.0095
37.646	295.826	1.0106
37.647	322.126	1.01155
37.648	343.752	1.01232
37.649	360.704	1.01293
37.65	373.077	1.01337
37.651	381.043	1.01366
37.652	384.848	1.01379
37.653	384.828	1.01379
37.654	381.366	1.01367
37.655	374.873	1.01343
37.656	365.804	1.01311
37.657	354.635	1.01271
37.658	341.826	1.01225
37.659	327.828	1.01175
37.66	313.063	1.01122
37.661	297.911	1.01067
37.662	282.7	1.01013
37.663	267.7	1.00959
37.664	253.121	1.00907
37.665	239.091	1.00857
37.666	225.675	1.00808
37.667	212.881	1.00763
37.668	200.631	1.00719
37.669	188.817	1.00676
37.67	177.272	1.00635
37.671	165.791	1.00594
37.672	154.165	1.00552
37.673	142.157	1.00509
37.674	129.563	1.00464
37.675	116.178	1.00416
37.676	101.838	1.00365
37.677	86.4271	1.0031
37.678	69.8833	1.0025
37.679	52.211	1.00187
37.68	33.4836	1.0012
37.681	13.8358	1.0005
37.682	-6.51171	0.999767
37.683	-27.2987	0.999022
37.684	-48.1845	0.998275
37.685	-68.7908	0.997537
37.686	-88.7018	0.996824
37.687	-107.484	0.996152
37.688	-124.705	0.995535
37.689	-139.94	0.99499
37.69	-152.787	0.99453
37.691	-162.904	0.994168
37.692	-170.001	0.993914
37.693	-173.854	0.993776
37.694	-174.352	0.993758
37.695	-171.449	0.993863
37.696	-165.21	0.994086
37.697	-155.786	0.994424
37.698	-143.435	0.994866
37.699	-128.494	0.995401
37.7	-111.381	0.996013
37.701	-92.5929	0.996686
37.702	-72.6589	0.997399
37.703	-52.1446	0.998134
37.704	-31.6398	0.998868
37.705	-11.7213	0.999581
37.706	7.06132	1.00025
37.707	24.2038	1.00087
37.708	39.255	1.0014
37.709	51.8475	1.00186
37.71	61.6944	1.00221
37.711	68.6015	1.00245
37.712	72.4975	1.00259
37.713	73.397	1.00263
37.714	71.4082	1.00255
37.715	66.7483	1.00239
37.716	59.7069	1.00214
37.717	50.6582	1.00181
37.718	40.0221	1.00143
37.719	28.2707	1.00101
37.72	15.8883	1.00057
37.721	3.35387	1.00012
37.722	-8.85652	0.999683
37.723	-20.2987	0.999274
37.724	-30.5779	0.998906
37.725	-39.3674	0.998592
37.726	-46.3998	0.99834
37.727	-51.4886	0.998158
37.728	-54.528	0.99805
37.729	-55.4856	0.998016
37.73	-54.415	0.998054
37.731	-51.4374	0.99816
37.732	-46.7299	0.998329
37.733	-40.521	0.998551
37.734	-33.0866	0.998817
37.735	-24.7081	0.999116
37.736	-15.6959	0.999439
37.737	-6.34257	0.999773
37.738	3.06665	1.00011
37.739	12.2775	1.00044
37.74	21.082	1.00075
37.741	29.2915	1.00105
37.742	36.7809	1.00132
37.743	43.475	1.00155
37.744	49.3392	1.00176
37.745	54.3911	1.00194
37.746	58.7001	1.0021
37.747	62.3397	1.00223
37.748	65.4523	1.00234
37.749	68.1698	1.00244
37.75	70.665	1.00253
37.751	73.0972	1.00261
37.752	75.6445	1.0027
37.753	78.4602	1.0028
37.754	81.6863	1.00292
37.755	85.4538	1.00305
37.756	89.8803	1.00321
37.757	95.0467	1.0034
37.758	101.013	1.00361
37.759	107.834	1.00385
37.76	115.516	1.00413
37.761	124.066	1.00443
37.762	133.466	1.00477
37.763	143.692	1.00513
37.764	154.685	1.00553
37.765	166.39	1.00595
37.766	178.739	1.00639
37.767	191.66	1.00685
37.768	205.074	1.00733
37.769	218.888	1.00782
37.77	233.018	1.00832
37.771	247.367	1.00884
37.772	261.839	1.00935
37.773	276.347	1.00987
37.774	290.789	1.01039
37.775	305.071	1.0109
37.776	319.095	1.0114
37.777	332.765	1.01189
37.778	346.003	1.01236
37.779	358.721	1.01281
37.78	370.837	1.01325
37.781	382.291	1.01365
37.782	393.021	1.01404
37.783	402.99	1.01439
37.784	412.155	1.01472
37.785	420.502	1.01502
37.786	428.022	1.01529
37.787	434.705	1.01552
37.788	440.561	1.01573
37.789	445.619	1.01591
37.79	449.886	1.01606
37.791	453.378	1.01619
37.792	456.115	1.01629
37.793	458.097	1.01636
37.794	459.323	1.0164
37.795	459.769	1.01642
37.796	459.408	1.0164
37.797	458.171	1.01636
37.798	455.984	1.01628
37.799	452.751	1.01616
37.8	448.34	1.016
37.801	442.632	1.0158
37.802	435.46	1.01554
37.803	426.683	1.01523
37.804	416.132	1.01485
37.805	403.662	1.01441
37.806	389.125	1.01389
37.807	372.409	1.01329
37.808	353.426	1.01261
37.809	332.117	1.01185
37.81	308.473	1.01101
37.811	282.52	1.01008
37.812	254.373	1.00908
37.813	224.153	1.008
37.814	192.066	1.00685
37.815	158.357	1.00565
37.816	123.328	1.0044
37.817	87.314	1.00312
37.818	50.6923	1.00181
37.819	13.8612	1.00049
37.82	-22.7818	0.999187
37.821	-58.8216	0.997901
37.822	-93.8763	0.996651
37.823	-127.569	0.995449
37.824	-159.582	0.994307
37.825	-189.633	0.993235
37.826	-217.516	0.99224
37.827	-243.079	0.991329
37.828	-266.264	0.990502
37.829	-287.063	0.98976
37.83	-305.573	0.9891
37.831	-321.948	0.988517
37.832	-336.411	0.988001
37.833	-349.271	0.987543
37.834	-360.856	0.98713
37.835	-371.554	0.986749
37.836	-381.743	0.986386
37.837	-391.843	0.986026
37.838	-402.232	0.985656
37.839	-413.291	0.985262
37.84	-425.324	0.984833
37.841	-438.601	0.98436
37.842	-453.301	0.983836
37.843	-469.538	0.983257
37.844	-487.335	0.982623
37.845	-506.601	0.981937
37.846	-527.174	0.981204
37.847	-548.778	0.980434
37.848	-571.061	0.97964
37.849	-593.579	0.978838
37.85	-615.828	0.978045
37.851	-637.236	0.977283
37.852	-657.189	0.976572
37.853	-675.081	0.975935
37.854	-690.27	0.975394
37.855	-702.16	0.974971
37.856	-710.16	0.974686
37.857	-713.769	0.974558
37.858	-712.542	0.974603
37.859	-706.137	0.974832
37.86	-694.315	0.975254
37.861	-676.964	0.975873
37.862	-654.089	0.976689
37.863	-625.839	0.977696
37.864	-592.504	0.978885
37.865	-554.497	0.98024
37.866	-512.385	0.981741
37.867	-466.823	0.983365
37.868	-418.609	0.985083
37.869	-368.614	0.986865
37.87	-317.794	0.988676
37.871	-267.137	0.990482
37.872	-217.694	0.992244
37.873	-170.486	0.993926
37.874	-126.549	0.995491
37.875	-86.8309	0.996906
37.876	-52.2391	0.998139
37.877	-23.5833	0.99916
37.878	-1.54034	0.999945
37.879	13.3295	1.00047
37.88	20.6302	1.00073
37.881	20.1162	1.00072
37.882	11.7379	1.00042
37.883	-4.40566	0.999843
37.884	-28.014	0.999002
37.885	-58.6458	0.997911
37.886	-95.6668	0.996593
37.887	-138.299	0.995074
37.888	-185.654	0.993388
37.889	-236.683	0.991571
37.89	-290.281	0.989662
37.891	-345.245	0.987705
37.892	-400.344	0.985743
37.893	-454.315	0.983822
37.894	-505.907	0.981985
37.895	-553.89	0.980277
37.896	-597.106	0.978738
37.897	-634.462	0.977409
37.898	-664.964	0.976324
37.899	-687.769	0.975512
37.9	-702.132	0.975001
37.901	-707.495	0.974811
37.902	-703.439	0.974956
37.903	-689.732	0.975445
37.904	-666.306	0.976279
37.905	-633.278	0.977456
37.906	-590.925	0.978964
37.907	-539.714	0.980788
37.908	-480.244	0.982905
37.909	-413.268	0.98529
37.91	-339.682	0.987909
37.911	-260.464	0.990729
37.912	-176.711	0.99371
37.913	-89.5692	0.996812
37.914	-0.243666	0.999991
37.915	90.0502	1.0032
37.916	180.084	1.00641
37.917	268.684	1.00956
37.918	354.682	1.01262
37.919	437.018	1.01555
37.92	514.699	1.01832
37.921	586.841	1.02088
37.922	652.691	1.02322
37.923	711.605	1.02532
37.924	763.102	1.02715
37.925	806.812	1.02871
37.926	842.538	1.02998
37.927	870.196	1.03096
37.928	889.865	1.03166
37.929	901.717	1.03208
37.93	906.066	1.03223
37.931	903.307	1.03213
37.932	893.924	1.0318
37.933	878.486	1.03125
37.934	857.588	1.03051
37.935	831.882	1.02959
37.936	802.027	1.02853
37.937	768.686	1.02734
37.938	732.509	1.02605
37.939	694.127	1.02469
37.94	654.111	1.02326
37.941	613.019	1.0218
37.942	571.321	1.02032
37.943	529.443	1.01883
37.944	487.766	1.01735
37.945	446.571	1.01588
37.946	406.107	1.01444
37.947	366.548	1.01303
37.948	328.033	1.01166
37.949	290.629	1.01033
37.95	254.408	1.00905
37.951	219.354	1.0078
37.952	185.471	1.00659
37.953	152.722	1.00543
37.954	121.102	1.00431
37.955	90.5635	1.00322
37.956	61.1002	1.00217
37.957	32.7146	1.00116
37.958	5.42036	1.00019
37.959	-20.7242	0.999263
37.96	-45.6559	0.998377
37.961	-69.2524	0.997538
37.962	-91.3937	0.996751
37.963	-111.906	0.996022
37.964	-130.62	0.995357
37.965	-147.318	0.994764
37.966	-161.8	0.994249
37.967	-173.834	0.993822
37.968	-183.198	0.993489
37.969	-189.69	0.993259
37.97	-193.101	0.993138
37.971	-193.277	0.993131
37.972	-190.072	0.993246
37.973	-183.405	0.993483
37.974	-173.206	0.993845
37.975	-159.495	0.994333
37.976	-142.31	0.994943
37.977	-121.784	0.995673
37.978	-98.0817	0.996515
37.979	-71.416	0.997463
37.98	-42.076	0.998505
37.981	-10.3748	0.999631
37.982	23.3229	1.00083
37.983	58.6286	1.00208
37.984	95.1134	1.00338
37.985	132.359	1.0047
37.986	169.911	1.00604
37.987	207.362	1.00737
37.988	244.284	1.00868
37.989	280.29	1.00996
37.99	315.02	1.01119
37.991	348.157	1.01237
37.992	379.427	1.01348
37.993	408.584	1.01451
37.994	435.467	1.01547
37.995	459.917	1.01633
37.996	481.86	1.01711
37.997	501.218	1.0178
37.998	517.989	1.01839
37.999	532.173	1.0189
38	543.79	1.01931
38.001	552.881	1.01963
38.002	559.483	1.01987
38.003	563.644	1.02001
38.004	565.38	1.02007
38.005	564.72	1.02005
38.006	561.633	1.01994
